,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,add_TotalBaths,add_TotRmsAbvGrdWBath,add_SFPerRm,add_GarageSpacious,add_PorchSF,add_OutdoorSF,add_YardSF,add_NormalSale_bi,add_Cond1_2_NearRlrd_bi,add_Cond1_2_NearPosFtr_bi,add_Cond1_2_NearBusyRd_bi,add_HasPool_bi,add_HasDeck_bi,add_HasPorch_bi,add_MasVnrStoneBrick_bi,add_HasFinishedBasement_bi,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log
1214,1215,s85,RL,69.0,10205,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,4,784.0,1,0.0,141.0,925.0,GasA,3,1,SBrkr,999,0,0,999,3,1,3,6,7,0,0,Attchd,1,1.0,300.0,3,3,2,150,72,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2006,WD,Normal,1,44,44,44,2006-5,1.0,1.0,1,95.92393607668816,1924.0,1692.75,2.0,8.0,124.875,0,72,9206,8984,1,0,0,0,1,1,1,0,0,11.182493960703473,3.865314591310325,3.865314591310325,3.865314591310325
1215,1216,s20,RL,99.0,7094,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,3,180.0,2,374.0,340.0,894.0,GasA,3,1,SBrkr,894,0,0,894,3,1,3,5,7,0,0,Detchd,2,1.0,384.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m5,y2007,WD,Normal,1,41,41,41,2007-5,0.0,1.0,1,76.9470389850781,1788.0,1564.5,1.0,6.0,149.0,1,0,6200,6200,1,0,0,0,1,0,0,0,0,11.182493960703473,3.8003824074571204,3.8003824074571204,3.8003824074571204
1216,1217,s90,RM,68.0,8930,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,1318,584,0,1902,4,2,3,8,7,0,0,Attchd,1,2.0,539.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m4,y2010,WD,Normal,1,32,32,32,2010-4,0.0,2.0,0,0.0,1902.0,1902.0,2.0,10.0,190.2,0,0,7612,7612,1,0,0,0,1,0,0,0,0,19.085536923187668,3.5756626537444336,3.5756626537444336,3.5756626537444336
1217,1218,s20,FV,72.0,8640,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,4,3,PConc,4,3,2,6,936.0,1,0.0,364.0,1300.0,GasA,5,1,SBrkr,1314,0,0,1314,3,1,4,6,7,0,0,Attchd,2,2.0,552.0,3,3,2,135,112,0,0,0,0,0,No_fence,No_miscFeature,0,m9,y2009,New,Partial,1,0,0,0,2009-9,1.0,2.0,1,119.0367487433076,2614.0,2289.0,3.0,9.0,146.0,0,112,7326,7079,0,0,0,0,1,1,1,1,0,53.598150033144236,1.3132616875182228,1.3132616875182228,1.3132616875182228
1218,1219,s50,RM,52.0,6240,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,0,SBrkr,672,240,0,912,2,1,3,3,7,0,0,No_garage,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2006,WD,Normal,1,59,59,134,2006-7,0.0,1.0,0,0.0,912.0,912.0,1.0,4.0,228.0,0,0,5568,5568,1,0,0,0,1,0,0,0,0,6.38905609893065,4.138652981350261,4.925210162560805,4.138652981350261
1219,1220,s160,RM,21.0,1680,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,3,1,SBrkr,672,546,0,1218,3,1,3,7,7,0,0,No_garage,0,0.0,0.0,0,0,0,201,0,0,0,0,0,0,No_fence,No_miscFeature,0,m4,y2006,WD,Abnorml,1,35,35,134,2006-4,0.0,1.5,1,68.37332596126964,1890.0,1722.0,1.5,8.5,143.2941176470588,0,0,1008,807,0,0,0,0,1,1,0,1,0,19.085536923187668,3.6563118871588056,4.925210162560805,3.6563118871588056
1220,1221,s20,RL,66.0,7800,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,312.0,2,600.0,0.0,912.0,GasA,3,1,SBrkr,912,0,0,912,2,1,3,5,7,0,0,Attchd,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m11,y2006,WD,Abnorml,1,42,42,42,2006-11,0.0,1.0,1,80.72450384915095,1824.0,1596.0,1.0,6.0,152.0,0,0,6888,6888,0,0,0,0,1,0,0,0,0,11.182493960703473,3.8224982579155324,3.8224982579155324,3.8224982579155324
1221,1222,s20,RL,55.0,8250,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,250.0,2,492.0,210.0,952.0,GasA,5,1,SBrkr,1211,0,0,1211,3,1,3,5,7,1,3,Attchd,1,1.0,322.0,3,3,2,0,63,0,0,0,0,0,No_fence,No_miscFeature,0,m8,y2008,WD,Normal,1,40,40,40,2008-8,0.0,1.0,1,80.97515996561546,2163.0,1925.0,1.0,6.0,201.83333333333334,0,63,7039,6976,1,0,0,2,1,0,1,0,0,11.182493960703473,3.7777663630955423,3.7777663630955423,3.7777663630955423
1222,1223,s50,RL,78.0,10496,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,3,3,CBlock,3,3,2,3,196.0,1,0.0,844.0,1040.0,GasA,5,1,SBrkr,1168,678,0,1846,3,1,3,7,7,1,4,Attchd,1,1.0,315.0,3,3,2,0,0,0,0,0,0,0,GdWo,No_miscFeature,0,m1,y2007,WD,Normal,1,58,58,58,2007-1,0.0,2.0,1,79.04614557293492,2886.0,2626.0,2.0,9.0,205.11111111111111,0,0,9328,9328,1,0,0,2,1,0,0,1,0,19.085536923187668,4.122580188942518,4.122580188942518,4.122580188942518
1223,1224,s20,RL,89.0,10680,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,3,3,CBlock,3,2,1,2,756.0,1,0.0,1380.0,2136.0,GasA,3,0,FuseA,2136,0,0,2136,4,1,3,7,4,0,0,Detchd,1,2.0,528.0,3,3,2,0,30,0,0,0,0,0,MnPrv,No_miscFeature,0,m10,y2006,WD,Normal,1,55,55,55,2006-10,0.0,2.0,1,75.5516605608415,4272.0,3738.0,2.0,9.0,237.33333333333334,0,30,8544,8514,1,0,0,0,1,0,1,1,0,11.182493960703473,4.07275112346364,4.07275112346364,4.07275112346364
1224,1225,s60,RL,60.0,15384,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,724.0,1,0.0,64.0,788.0,GasA,5,1,SBrkr,788,702,0,1490,3,1,4,8,7,1,4,Attchd,3,2.0,388.0,3,3,2,100,75,0,0,0,0,0,No_fence,No_miscFeature,0,m2,y2008,WD,Normal,1,4,3,4,2008-2,1.0,2.5,1,120.70023629774171,2278.0,2081.0,3.5,11.5,129.56521739130434,0,75,14596,14421,1,0,0,0,1,1,1,0,0,32.11545195869231,2.0435917781858577,2.0435917781858577,1.904832441554448
1225,1226,s80,RL,65.0,10482,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3,4,CBlock,3,3,3,6,507.0,1,0.0,81.0,588.0,GasA,5,1,SBrkr,1138,0,0,1138,3,1,3,6,7,0,0,Attchd,2,1.0,264.0,3,3,2,224,0,0,0,0,0,0,MnWw,No_miscFeature,0,m6,y2007,WD,Normal,1,49,49,49,2007-6,0.5,1.0,1,100.85072828130748,1726.0,1579.0,1.5,7.5,151.73333333333332,0,0,9344,9120,1,0,0,0,1,1,0,1,0,19.085536923187668,3.964962299155944,3.964962299155944,3.964962299155944
1226,1227,s60,RL,86.0,14598,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,4,3,PConc,4,3,2,1,0.0,1,0.0,894.0,894.0,GasA,5,1,SBrkr,894,1039,0,1933,4,1,4,9,7,1,4,BuiltIn,3,3.0,668.0,3,3,2,100,18,0,0,0,0,0,No_fence,No_miscFeature,0,m1,y2008,WD,Normal,1,1,1,1,2008-1,0.0,2.5,1,88.35870833757312,2827.0,2603.5,2.5,11.5,168.08695652173913,0,18,13704,13586,1,0,0,2,1,1,1,1,0,19.085536923187668,1.551444713932051,1.551444713932051,1.551444713932051
1227,1228,s20,RL,72.0,8872,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,3,3,CBlock,3,3,1,5,595.0,1,0.0,317.0,912.0,GasA,5,1,SBrkr,912,0,0,912,2,1,4,5,7,0,0,Detchd,1,2.0,576.0,3,3,2,0,240,0,0,0,0,0,No_fence,No_miscFeature,0,m12,y2008,WD,Normal,1,43,0,16,2008-12,1.0,1.0,1,89.36501555744894,1824.0,1596.0,2.0,7.0,130.28571428571428,0,240,7960,7720,1,0,0,0,1,0,1,1,0,11.182493960703473,3.844135561911765,2.981546217004304,1.3132616875182228
1228,1229,s120,RL,65.0,8769,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,5,3,PConc,5,3,1,6,1540.0,1,0.0,162.0,1702.0,GasA,5,1,SBrkr,1702,0,0,1702,1,1,5,7,7,1,4,Attchd,3,3.0,1052.0,3,3,2,0,72,0,0,224,0,0,No_fence,No_miscFeature,0,m10,y2008,New,Partial,1,0,0,0,2008-10,1.0,1.5,1,141.54201490785968,3404.0,2978.5,2.5,9.5,179.1578947368421,1,296,7067,6771,0,0,0,0,1,0,1,1,0,89.01713130052181,1.3132616875182228,1.3132616875182228,1.3132616875182228
1229,1230,s80,RL,70.0,7910,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,666.0,1,0.0,409.0,1075.0,GasA,4,1,SBrkr,1507,0,0,1507,4,1,3,7,3,0,0,Basment,1,1.0,404.0,3,3,2,0,0,0,0,0,0,0,GdWo,No_miscFeature,0,m8,y2008,WD,Normal,1,48,48,48,2008-8,0.0,2.0,1,90.60046659691089,2582.0,2313.25,2.0,9.0,167.44444444444446,1,0,6403,6403,1,0,0,0,1,0,0,0,0,11.182493960703473,3.9458113327110627,3.9458113327110627,3.9458113327110627
1230,1231,s90,RL,73.71612534413137,18890,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,Shed,CompShg,Plywood,Plywood,None,1.0,3,3,CBlock,4,3,1,6,498.0,3,211.0,652.0,1361.0,GasA,5,1,SBrkr,1361,1259,0,2620,4,2,3,12,7,1,3,BuiltIn,2,2.0,600.0,3,3,0,155,24,145,0,0,0,0,No_fence,Gar2,8300,m8,y2007,WD,Normal,1,30,30,30,2007-8,0.0,3.0,1,105.64976353265436,3981.0,3640.75,3.0,15.0,174.66666666666666,0,169,17529,17205,1,0,0,2,1,1,1,0,0,11.182493960703473,3.5180401777565384,3.5180401777565384,3.5180401777565384
1231,1232,s90,RL,70.0,7728,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,3,5,803.0,1,0.0,303.0,1106.0,GasA,3,1,SBrkr,1190,0,0,1190,3,1,3,6,7,0,0,Attchd,1,2.0,540.0,3,3,2,0,18,0,0,0,0,0,GdWo,No_miscFeature,0,m5,y2006,WD,Normal,1,44,44,44,2006-5,1.0,1.0,1,100.96464168804819,2296.0,2019.5,2.0,8.0,148.75,0,18,6538,6520,1,0,0,0,1,0,1,1,0,11.182493960703473,3.865314591310325,3.865314591310325,3.865314591310325
1232,1233,s90,RL,70.0,9842,Pave,No_alley,0,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,1224,0,0,1224,2,2,3,6,7,0,0,CarPort,1,2.0,462.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2007,WD,Normal,1,45,45,45,2007-3,0.0,2.0,0,0.0,1224.0,1224.0,2.0,8.0,153.0,0,0,8618,8618,1,0,0,0,1,0,0,0,0,6.38905609893065,3.8860543565330374,3.8860543565330374,3.8860543565330374
1233,1234,s20,RL,59.97103654220385,12160,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,3,3,CBlock,3,3,1,3,1000.0,1,0.0,188.0,1188.0,GasA,2,1,SBrkr,1188,0,0,1188,3,1,3,6,7,0,0,Attchd,2,2.0,531.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m5,y2010,COD,Abnorml,1,51,51,51,2010-5,1.0,1.0,1,86.26976593998516,2376.0,2079.0,2.0,8.0,148.5,0,0,10972,10972,0,0,0,0,1,0,0,1,0,11.182493960703473,4.002197873487609,4.002197873487609,4.002197873487609
1234,1235,s70,RH,55.0,8525,Pave,No_alley,0,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,3,1,0.0,1,0.0,940.0,940.0,GasA,3,0,FuseA,1024,940,0,1964,4,1,3,7,7,0,0,No_garage,0,0.0,0.0,0,0,0,0,192,0,0,0,0,0,No_fence,No_miscFeature,0,m11,y2008,WD,Abnorml,1,97,97,136,2008-11,0.0,1.5,1,78.73984610523186,2904.0,2669.0,1.5,8.5,231.05882352941177,0,192,7501,7309,0,0,0,0,1,0,1,0,0,11.182493960703473,4.612327330699196,4.939628122614659,4.612327330699196
1235,1236,s70,RL,96.0,13132,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,1,0.0,1,0.0,747.0,747.0,GasA,4,1,FuseF,892,892,0,1784,4,1,3,9,7,0,0,Detchd,1,1.0,180.0,2,2,0,203,40,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2006,WD,Normal,1,92,92,92,2006-7,0.0,1.5,1,86.0262387136682,2531.0,2344.25,1.5,10.5,169.9047619047619,0,40,12240,11997,1,0,0,0,1,1,1,0,0,11.182493960703473,4.56140931290476,4.56140931290476,4.56140931290476
1236,1237,s160,RL,36.0,2628,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,1,1,0.0,1,0.0,764.0,764.0,GasA,5,1,SBrkr,764,862,0,1626,2,1,4,6,7,0,0,BuiltIn,2,2.0,474.0,3,3,2,0,27,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2010,WD,Normal,1,7,7,7,2010-6,0.0,2.5,1,82.9984479228317,2390.0,2199.0,2.5,8.5,191.2941176470588,0,27,1864,1837,1,0,0,0,1,0,1,1,0,32.11545195869231,2.3719508656009087,2.3719508656009087,2.3719508656009087
1237,1238,s60,RL,41.0,12393,Pave,No_alley,1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,5,1,SBrkr,847,1101,0,1948,4,1,4,8,7,1,4,BuiltIn,3,2.0,434.0,3,3,2,100,48,0,0,0,0,0,No_fence,No_miscFeature,0,m9,y2006,WD,Normal,1,2,1,2,2006-9,0.0,2.5,1,84.28600794739879,2795.0,2583.25,2.5,10.5,185.52380952380952,0,48,11546,11398,1,0,0,0,1,1,1,0,0,32.11545195869231,1.743668380628679,1.743668380628679,1.551444713932051
1238,1239,s20,RL,63.0,13072,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1141.0,1141.0,GasA,5,1,SBrkr,1141,0,0,1141,3,1,3,6,7,0,0,Detchd,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2006,WD,Abnorml,1,1,1,1,2006-3,0.0,1.5,1,88.00670487769945,2282.0,1996.75,1.5,7.5,152.13333333333333,0,0,11931,11931,0,0,0,0,1,0,0,0,0,19.085536923187668,1.551444713932051,1.551444713932051,1.551444713932051
1239,1240,s20,RL,64.0,9037,Pave,No_alley,1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4,3,3,6,428.0,1,0.0,1048.0,1476.0,GasA,5,1,SBrkr,1484,0,0,1484,2,1,5,6,7,1,4,Attchd,2,2.0,472.0,3,3,2,120,33,0,0,0,0,0,No_fence,No_miscFeature,0,m12,y2007,WD,Normal,1,1,1,1,2007-12,0.0,2.0,1,109.10064696635328,2960.0,2591.0,2.0,8.0,185.5,0,33,7553,7400,1,0,0,0,1,1,1,1,0,53.598150033144236,1.551444713932051,1.551444713932051,1.551444713932051
1240,1241,s60,RL,65.0,8158,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4,3,1,6,550.0,1,0.0,334.0,884.0,GasA,5,1,SBrkr,884,884,0,1768,3,1,4,8,7,0,0,Attchd,2,2.0,543.0,3,3,2,0,63,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2008,WD,Normal,1,5,5,5,2008-7,1.0,2.5,1,105.9288569017075,2652.0,2431.0,3.5,11.5,153.7391304347826,0,63,7274,7211,1,0,0,0,1,0,1,1,0,32.11545195869231,2.1654221804855953,2.1654221804855953,2.1654221804855953
1241,1242,s20,RL,83.0,9849,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1689.0,1689.0,GasA,5,1,SBrkr,1689,0,0,1689,3,1,4,7,7,0,0,Attchd,2,3.0,954.0,3,3,2,0,56,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2007,New,Partial,1,0,0,0,2007-6,0.0,2.0,1,100.33853140688112,3378.0,2955.75,2.0,9.0,187.66666666666666,0,56,8160,8104,0,0,0,0,1,0,1,1,0,32.11545195869231,1.3132616875182228,1.3132616875182228,1.3132616875182228
1242,1243,s85,RL,85.0,10625,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,3,3,CBlock,4,3,4,6,885.0,2,168.0,0.0,1053.0,GasA,3,1,SBrkr,1173,0,0,1173,3,1,4,6,7,2,3,Attchd,2,2.0,528.0,3,3,2,0,120,0,0,0,0,0,MnPrv,No_miscFeature,0,m1,y2010,WD,Family,1,36,36,36,2010-1,1.0,2.0,1,127.80467553862658,2226.0,1962.75,3.0,9.0,130.33333333333334,0,120,9452,9332,0,0,0,0,1,0,1,1,0,32.11545195869231,3.6818115811532164,3.6818115811532164,3.6818115811532164
1243,1244,s20,RL,107.0,13891,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,3,PConc,5,4,4,6,1386.0,1,0.0,690.0,2076.0,GasA,5,1,SBrkr,2076,0,0,2076,2,1,5,7,7,1,4,Attchd,3,3.0,850.0,3,3,2,216,229,0,0,0,0,0,No_fence,No_miscFeature,0,m9,y2006,New,Partial,1,0,0,0,2006-9,1.0,2.5,1,155.35661826767688,4152.0,3633.0,3.5,10.5,197.71428571428572,0,229,11815,11370,0,0,0,0,1,1,1,0,0,147.4131591025766,1.3132616875182228,1.3132616875182228,1.3132616875182228
1244,1245,s70,RL,88.41868943285363,11435,Pave,No_alley,1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,Gable,CompShg,BrkFace,Stucco,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,792.0,792.0,GasA,2,1,SBrkr,792,725,0,1517,3,1,4,7,7,2,4,Detchd,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2006,WD,Normal,1,77,77,75,2006-6,0.0,1.0,1,83.44779027043559,2309.0,2111.0,1.0,8.0,189.625,0,0,10643,10643,1,0,0,0,1,0,0,0,0,53.598150033144236,4.390965090244717,4.365875426139679,4.390965090244717
1245,1246,s80,RL,78.0,12090,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,585.0,585.0,GasA,5,1,SBrkr,1140,728,0,1868,3,1,3,7,7,1,3,BuiltIn,3,2.0,477.0,3,3,2,268,112,0,0,147,0,0,No_fence,No_miscFeature,0,m1,y2007,WD,Abnorml,1,23,4,23,2007-1,0.0,3.5,1,79.66649736971266,2453.0,2306.75,3.5,10.5,177.9047619047619,0,259,10950,10423,0,0,0,0,1,1,1,1,0,19.085536923187668,3.285348043773798,3.285348043773798,2.0435917781858577
1246,1247,s60,FV,65.0,8125,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,756.0,756.0,GasA,5,1,SBrkr,756,797,0,1553,3,1,4,6,7,0,0,Attchd,2,2.0,615.0,3,3,2,0,45,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2006,New,Partial,1,1,0,1,2006-3,0.0,2.5,1,82.86704066796811,2309.0,2120.0,2.5,8.5,182.7058823529412,0,45,7369,7324,0,0,0,0,1,0,1,0,0,32.11545195869231,1.551444713932051,1.551444713932051,1.3132616875182228
1247,1248,s80,RL,61.64527600584391,12328,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3,3,3,6,539.0,1,0.0,473.0,1012.0,GasA,3,1,SBrkr,1034,0,0,1034,3,1,3,6,7,0,0,Attchd,1,3.0,888.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2010,WD,Normal,1,34,34,34,2010-5,1.0,1.0,1,98.01777141343516,2046.0,1793.0,2.0,8.0,129.25,0,0,11294,11294,1,0,0,0,1,0,0,1,0,19.085536923187668,3.6301449060506736,3.6301449060506736,3.6301449060506736
1248,1249,s75,RM,60.0,9600,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,4,3,1,3,319.0,1,0.0,416.0,735.0,OthW,2,0,SBrkr,1134,924,0,2058,3,1,3,8,7,1,4,Detchd,1,2.0,396.0,2,2,1,0,0,259,0,0,0,0,No_fence,No_miscFeature,0,m4,y2008,WD,Normal,1,91,91,58,2008-4,0.0,1.5,1,88.24542385247699,2793.0,2609.25,1.5,9.5,216.6315789473684,0,259,8466,8207,1,0,0,0,1,0,1,0,0,19.085536923187668,4.5509070314912226,4.122580188942518,4.5509070314912226
1249,1250,s20,RL,60.0,7200,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,534.0,3,96.0,246.0,876.0,GasA,3,1,SBrkr,988,0,0,988,3,1,3,6,7,0,0,Attchd,1,1.0,276.0,3,3,2,0,80,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2007,WD,Normal,1,57,57,57,2007-5,0.0,1.0,1,85.03123842483451,1864.0,1645.0,1.0,7.0,141.14285714285714,0,80,6212,6132,1,0,0,0,1,0,1,0,0,11.182493960703473,4.106244836054261,4.106244836054261,4.106244836054261
