,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log
1021,1022,20,RL,64.0,7406,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4,3,3,6,684.0,1,0.0,515.0,1199.0,GasA,5,1,SBrkr,1220,0,0,1220,2,1,4,6,7,0,0,Attchd,2,2.0,632.0,3,3,2,105,54,0,0,0,0,0,No_fence,No_miscFeature,0,7,2006,New,Partial,1,0,0,0,2006-7,1.0,2.0,1,115.93960924157126,2419.0,2119.25,32.11545195869231,1.3132616875182228,1.3132616875182228,1.3132616875182228
1022,1023,50,RM,52.0,9439,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1930,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,324.0,1,0.0,588.0,912.0,GasA,4,1,FuseA,912,336,0,1248,2,1,3,6,7,0,0,Detchd,1,1.0,160.0,2,2,2,0,0,192,0,0,0,0,No_fence,No_miscFeature,0,3,2007,WD,Normal,1,77,77,50,2007-3,0.0,1.0,1,73.9974618617217,2160.0,1932.0,11.182493960703473,4.390965090244717,3.9837533873099438,4.390965090244717
1023,1024,120,RL,43.0,3182,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,3,PConc,4,4,1,6,16.0,1,0.0,1330.0,1346.0,GasA,5,1,SBrkr,1504,0,0,1504,2,1,4,7,7,1,4,Attchd,3,2.0,437.0,3,3,2,156,20,0,0,0,0,0,No_fence,No_miscFeature,0,5,2008,WD,Normal,1,3,2,3,2008-5,0.0,2.0,1,97.70434443140086,2850.0,2513.5,32.11545195869231,1.904832441554448,1.904832441554448,1.743668380628679
1024,1025,20,RL,47.069161856985545,15498,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,Hip,WdShake,Stone,HdBoard,None,0.0,4,3,CBlock,4,3,3,5,1165.0,2,400.0,0.0,1565.0,GasA,3,1,SBrkr,2898,0,0,2898,2,1,4,10,7,1,4,Attchd,3,2.0,665.0,3,3,2,0,72,174,0,0,0,0,No_fence,No_miscFeature,0,5,2008,COD,Abnorml,1,32,32,32,2008-5,1.0,2.0,1,123.09429985122857,4463.0,4071.75,53.598150033144236,3.5756626537444336,3.5756626537444336,3.5756626537444336
1025,1026,20,RL,70.0,7700,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,2,138.0,3,468.0,276.0,882.0,GasA,3,1,SBrkr,882,0,0,882,3,1,3,5,7,0,0,Detchd,1,2.0,461.0,3,3,2,96,0,0,0,0,0,0,MnPrv,No_miscFeature,0,3,2007,WD,Normal,1,35,35,27,2007-3,1.0,1.0,1,79.48488202748517,1764.0,1543.5,11.182493960703473,3.6563118871588056,3.4248579766521448,3.6563118871588056
1026,1027,20,RL,73.0,9300,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,3,3,CBlock,3,3,1,3,697.0,1,0.0,571.0,1268.0,GasA,3,1,SBrkr,1264,0,0,1264,3,1,3,6,7,2,4,Attchd,1,2.0,461.0,3,3,2,0,0,0,0,143,0,0,No_fence,No_miscFeature,0,4,2010,WD,Normal,1,50,50,50,2010-4,1.0,1.0,1,82.88891131793629,2532.0,2215.0,11.182493960703473,3.9837533873099438,3.9837533873099438,3.9837533873099438
1027,1028,20,RL,71.0,9520,Pave,No_alley,1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,338.0,4,3,PConc,4,3,4,6,1513.0,1,0.0,125.0,1638.0,GasA,5,1,SBrkr,1646,0,0,1646,3,1,4,7,7,1,4,Attchd,2,3.0,800.0,3,3,2,192,44,0,0,0,0,0,No_fence,No_miscFeature,0,4,2008,New,Partial,1,1,0,0,2008-4,1.0,2.0,1,137.81072199447533,3284.0,2874.5,53.598150033144236,1.551444713932051,1.3132616875182228,1.3132616875182228
1028,1029,50,RL,79.0,9492,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,3,368.0,4,41.0,359.0,768.0,GasA,3,1,SBrkr,968,408,0,1376,3,1,3,6,7,1,4,Attchd,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,4,2007,WD,Normal,1,66,66,66,2007-4,1.0,1.0,1,77.20592020950372,2144.0,1952.0,11.182493960703473,4.244462576464894,4.244462576464894,4.244462576464894
1029,1030,160,RM,21.0,1680,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281.0,3,3,CBlock,3,3,1,4,317.0,1,0.0,355.0,672.0,GasA,4,1,SBrkr,672,546,0,1218,3,1,3,7,7,0,0,Detchd,1,1.0,264.0,3,3,2,0,28,0,0,0,0,0,No_fence,No_miscFeature,0,5,2006,WD,Normal,1,34,34,34,2006-5,0.5,1.5,1,77.58860841438295,1890.0,1722.0,19.085536923187668,3.6301449060506736,3.6301449060506736,3.6301449060506736
1030,1031,190,RH,22.70182970363682,7082,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,2,1,0.0,1,0.0,686.0,686.0,GasA,4,1,SBrkr,948,980,0,1928,5,2,3,10,7,0,0,No_garage,0,0.0,0.0,0,0,0,0,0,228,0,0,0,0,No_fence,No_miscFeature,0,7,2006,WD,Normal,1,90,11,134,2006-7,0.0,2.0,1,71.85567721444583,2614.0,2442.5,11.182493960703473,4.54029328044187,4.925210162560805,2.6890903828778803
1031,1032,75,RL,102.0,15863,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,3,3,1,6,523.0,1,0.0,301.0,824.0,GasA,5,1,SBrkr,1687,998,397,3082,5,1,3,12,7,2,3,Basment,3,2.0,672.0,3,3,2,136,63,0,0,0,0,0,No_fence,No_miscFeature,0,8,2009,WD,Normal,1,89,39,39,2009-8,1.0,2.5,1,91.82308812358356,3906.0,3600.75,32.11545195869231,4.529565668105476,3.754626974471842,3.754626974471842
1032,1033,60,RL,89.73727037283952,14541,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,PConc,4,4,1,6,1012.0,1,0.0,326.0,1338.0,GasA,5,1,SBrkr,1352,1168,0,2520,5,1,4,10,7,1,3,Attchd,2,3.0,796.0,3,3,2,209,55,0,0,0,0,0,No_fence,No_miscFeature,0,11,2006,WD,Abnorml,1,13,13,13,2006-11,1.0,2.5,1,124.42314079777054,3858.0,3523.5,53.598150033144236,2.8165028409204367,2.8165028409204367,2.8165028409204367
1033,1034,20,RL,106.83769381414288,8125,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,4,3,PConc,4,3,1,6,986.0,1,0.0,668.0,1654.0,GasA,5,1,SBrkr,1654,0,0,1654,3,1,4,6,7,0,0,Attchd,1,3.0,900.0,3,3,2,0,136,0,0,0,0,0,No_fence,No_miscFeature,0,2,2006,WD,Normal,1,4,4,4,2006-2,1.0,2.0,1,114.73573080375142,3308.0,2894.5,32.11545195869231,2.0435917781858577,2.0435917781858577,2.0435917781858577
1034,1035,30,RL,50.0,6305,Pave,No_alley,0,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,2,1,1,0.0,1,0.0,920.0,920.0,GasA,5,1,SBrkr,954,0,0,954,2,1,2,5,7,1,4,Basment,1,1.0,240.0,2,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,6,2007,WD,Normal,1,69,69,69,2007-6,0.0,1.0,1,51.1909502719148,1874.0,1644.0,11.182493960703473,4.286592822368686,4.286592822368686,4.286592822368686
1035,1036,20,RL,59.12984303106768,11500,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,0,SBrkr,845,0,0,845,3,1,3,5,7,0,0,Detchd,1,1.0,290.0,3,3,0,186,0,0,0,0,0,0,No_fence,No_miscFeature,0,1,2009,WD,Normal,1,52,52,52,2009-1,0.0,1.0,0,0.0,845.0,845.0,6.38905609893065,4.020308312622443,4.020308312622443,4.020308312622443
1036,1037,20,RL,89.0,12898,Pave,No_alley,1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,4,3,PConc,5,3,4,6,1022.0,1,0.0,598.0,1620.0,GasA,5,1,SBrkr,1620,0,0,1620,2,1,5,6,7,1,5,Attchd,3,3.0,912.0,3,3,2,228,0,0,0,0,0,0,No_fence,No_miscFeature,0,9,2009,WD,Normal,1,2,1,1,2009-9,1.0,2.0,1,141.56572724040618,3240.0,2835.0,89.01713130052181,1.743668380628679,1.551444713932051,1.551444713932051
1037,1038,60,RL,77.62015490555011,9240,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1055.0,1055.0,GasA,5,1,SBrkr,1055,1208,0,2263,3,1,4,7,7,1,3,BuiltIn,3,2.0,905.0,3,3,2,0,45,0,0,189,0,0,No_fence,No_miscFeature,0,9,2008,WD,Normal,1,7,6,7,2008-9,0.0,2.5,1,87.02804330332758,3318.0,3054.25,53.598150033144236,2.3719508656009087,2.3719508656009087,2.2740088362278477
1038,1039,160,RM,21.0,1533,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,546.0,546.0,GasA,3,1,SBrkr,798,546,0,1344,3,1,3,6,7,1,3,No_garage,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,5,2009,WD,Normal,1,39,1,137,2009-5,0.0,1.5,1,66.1967124254308,1890.0,1753.5,6.38905609893065,3.754626974471842,4.946759890494465,1.551444713932051
1039,1040,180,RM,21.0,1477,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,6,509.0,1,0.0,121.0,630.0,GasA,3,1,SBrkr,630,0,0,630,1,1,3,3,7,0,0,Attchd,1,1.0,286.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,4,2009,WD,Normal,1,39,39,39,2009-4,1.0,1.0,1,113.083698065207,1260.0,1102.5,6.38905609893065,3.754626974471842,3.754626974471842,3.754626974471842
1040,1041,20,RL,88.0,13125,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,3,3,CBlock,3,3,1,3,168.0,4,682.0,284.0,1134.0,GasA,5,1,SBrkr,1803,0,0,1803,3,1,3,8,3,1,3,Attchd,2,2.0,484.0,3,3,2,0,0,0,0,0,0,0,GdPrv,No_miscFeature,0,1,2006,WD,Normal,1,49,6,49,2006-1,1.0,2.0,1,88.63700981531096,2937.0,2653.5,11.182493960703473,3.964962299155944,3.964962299155944,2.2740088362278477
1041,1042,60,RL,95.9348833355966,9130,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3,3,1,6,400.0,3,64.0,336.0,800.0,GasA,4,1,SBrkr,800,832,0,1632,4,1,4,7,7,0,0,Attchd,1,2.0,484.0,3,3,2,0,40,0,0,0,0,0,No_fence,No_miscFeature,0,7,2008,WD,Normal,1,42,8,42,2008-7,0.5,1.5,1,87.98593006341962,2432.0,2232.0,19.085536923187668,3.8224982579155324,3.8224982579155324,2.4611501717344746
1042,1043,120,RL,34.0,5381,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,4,3,PConc,4,3,3,5,900.0,1,0.0,406.0,1306.0,GasA,5,1,SBrkr,1306,0,0,1306,1,1,4,5,7,1,4,Attchd,2,2.0,624.0,3,3,2,170,63,0,0,0,0,0,No_fence,No_miscFeature,0,8,2009,WD,Normal,1,4,4,4,2009-8,1.0,2.0,1,116.64840896627553,2612.0,2285.5,19.085536923187668,2.0435917781858577,2.0435917781858577,2.0435917781858577
1043,1044,60,RL,86.0,11839,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,PConc,4,3,1,6,1085.0,1,0.0,390.0,1475.0,GasA,5,1,SBrkr,1532,797,0,2329,4,1,4,10,7,1,5,Attchd,1,2.0,514.0,3,3,2,192,121,0,0,0,0,0,No_fence,No_miscFeature,0,5,2008,WD,Normal,1,18,18,18,2008-5,1.0,2.5,1,118.0520909224681,3804.0,3435.25,32.11545195869231,3.078154386433002,3.078154386433002,3.078154386433002
1044,1045,20,RL,80.0,9600,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,1,5,1104.0,1,0.0,1420.0,2524.0,GasA,3,1,SBrkr,2524,0,0,2524,4,1,4,9,7,1,4,Attchd,3,2.0,542.0,3,3,2,474,120,0,0,0,0,0,MnPrv,No_miscFeature,0,7,2009,WD,Normal,1,28,28,28,2009-7,1.0,2.5,1,111.63134406732267,5048.0,4417.0,53.598150033144236,3.456893228479239,3.456893228479239,3.456893228479239
1045,1046,20,RL,100.0055979824545,13680,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,FuseA,1733,0,0,1733,4,1,3,8,5,1,4,Attchd,1,2.0,452.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,6,2009,WD,Normal,1,54,54,54,2009-6,0.0,2.0,0,0.0,1733.0,1733.0,3.481689070338065,4.0555739661109,4.0555739661109,4.0555739661109
1046,1047,60,RL,85.0,16056,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,4,3,PConc,5,3,3,6,240.0,1,0.0,1752.0,1992.0,GasA,5,1,SBrkr,1992,876,0,2868,4,1,5,11,7,1,4,BuiltIn,3,3.0,716.0,3,3,2,214,108,0,0,0,0,0,No_fence,No_miscFeature,0,7,2006,New,Partial,1,1,0,1,2006-7,0.0,3.5,1,122.33638773451085,4860.0,4362.0,89.01713130052181,1.551444713932051,1.551444713932051,1.3132616875182228
1047,1048,20,RL,57.0,9245,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,686.0,1,0.0,304.0,990.0,GasA,5,1,SBrkr,990,0,0,990,3,1,3,5,7,0,0,Detchd,1,2.0,672.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,2,2008,WD,Normal,1,14,13,12,2008-2,0.5,1.0,1,110.13553860109643,1980.0,1732.5,11.182493960703473,2.874596978199212,2.7548244825834693,2.8165028409204367
1048,1049,20,RL,100.0,21750,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,3,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,1771,0,0,1771,3,1,3,9,6,1,3,Attchd,1,2.0,336.0,3,3,2,0,0,0,0,0,0,0,GdPrv,No_miscFeature,0,11,2009,WD,Normal,1,49,3,49,2009-11,0.0,1.0,0,0.0,1771.0,1771.0,11.182493960703473,3.964962299155944,3.964962299155944,1.904832441554448
1049,1050,20,RL,60.0,11100,Pave,No_alley,0,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,SBrkr,930,0,0,930,2,1,4,6,7,0,0,Detchd,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,4,2010,WD,Abnorml,1,64,4,64,2010-4,0.0,1.0,0,0.0,930.0,930.0,6.38905609893065,4.215356185242817,4.215356185242817,2.0435917781858577
1050,1051,20,RL,73.0,8993,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1302.0,1302.0,GasA,5,1,SBrkr,1302,0,0,1302,3,1,4,6,7,0,0,Attchd,3,2.0,436.0,3,3,2,0,22,0,0,0,0,0,No_fence,No_miscFeature,0,8,2007,New,Partial,1,0,0,0,2007-8,0.0,2.0,1,96.82773179118541,2604.0,2278.5,32.11545195869231,1.3132616875182228,1.3132616875182228,1.3132616875182228
1051,1052,20,RL,103.0,11175,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1316.0,1316.0,GasA,5,1,SBrkr,1316,0,0,1316,3,1,4,6,7,1,4,Attchd,3,2.0,440.0,3,3,2,0,20,0,0,0,0,0,No_fence,No_miscFeature,0,10,2007,New,Partial,1,0,0,0,2007-10,0.0,2.0,1,96.97200797353429,2632.0,2303.0,32.11545195869231,1.3132616875182228,1.3132616875182228,1.3132616875182228
1052,1053,60,RL,100.0,9500,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,3,3,CBlock,3,3,1,3,442.0,1,0.0,374.0,816.0,GasA,3,1,SBrkr,1127,850,0,1977,4,1,3,9,7,1,3,Attchd,2,2.0,540.0,3,3,2,0,52,0,0,0,0,0,GdPrv,No_miscFeature,0,6,2007,WD,Normal,1,43,29,43,2007-6,0.5,1.5,1,77.67365284879504,2793.0,2589.0,19.085536923187668,3.844135561911765,3.844135561911765,3.4879339990006133
1053,1054,20,RL,68.0,8562,Pave,No_alley,0,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,3,3,CBlock,3,3,3,3,383.0,1,0.0,833.0,1216.0,GasA,5,1,FuseA,1526,0,0,1526,4,1,3,7,5,1,4,Basment,1,1.0,364.0,3,3,2,116,78,0,0,0,0,0,No_fence,No_miscFeature,0,5,2010,WD,Normal,1,53,8,53,2010-5,0.0,1.0,1,86.17280047003786,2742.0,2438.0,11.182493960703473,4.038096589601075,4.038096589601075,2.4611501717344746
1054,1055,60,RL,90.0,11367,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,2,6,932.0,1,0.0,133.0,1065.0,GasA,5,1,SBrkr,1091,898,0,1989,3,1,4,7,7,1,4,Attchd,3,2.0,586.0,3,3,2,199,60,0,0,0,0,0,No_fence,No_miscFeature,0,11,2006,WD,Normal,1,4,4,4,2006-11,1.0,2.5,1,121.13683336192558,3054.0,2787.75,53.598150033144236,2.0435917781858577,2.0435917781858577,2.0435917781858577
1055,1056,20,RL,104.0,11361,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,3,3,CBlock,4,3,1,5,644.0,1,0.0,549.0,1193.0,GasA,3,1,SBrkr,1523,0,0,1523,3,1,3,7,7,1,3,Attchd,3,2.0,478.0,3,3,2,0,0,0,0,189,0,0,MnPrv,No_miscFeature,0,5,2008,COD,Abnorml,1,32,32,32,2008-5,0.5,2.0,1,103.86181634936223,2716.0,2417.75,19.085536923187668,3.5756626537444336,3.5756626537444336,3.5756626537444336
1056,1057,120,RL,43.0,7052,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,4,3,PConc,4,3,3,6,659.0,1,0.0,705.0,1364.0,GasA,5,1,SBrkr,1364,0,0,1364,2,1,4,6,7,1,4,Attchd,2,2.0,484.0,3,3,2,192,36,0,0,0,0,0,No_fence,No_miscFeature,0,6,2006,WD,Normal,1,1,1,1,2006-6,1.0,2.0,1,114.89392290520688,2728.0,2387.0,32.11545195869231,1.551444713932051,1.551444713932051,1.551444713932051
1057,1058,60,RL,71.26272722534515,29959,Pave,No_alley,1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,595.0,1,0.0,378.0,973.0,GasA,5,1,SBrkr,979,871,0,1850,3,1,4,7,7,1,4,BuiltIn,3,2.0,467.0,3,3,2,168,98,0,0,0,0,0,No_fence,No_miscFeature,0,1,2009,WD,Normal,1,15,15,15,2009-1,0.0,2.5,1,107.0579276555898,2823.0,2579.75,32.11545195869231,2.929500684169373,2.929500684169373,2.929500684169373
1058,1059,60,RL,96.0,11308,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,3,PConc,5,3,3,6,936.0,1,0.0,168.0,1104.0,GasA,5,1,SBrkr,1130,1054,0,2184,3,1,5,10,7,1,4,Attchd,3,3.0,836.0,3,3,2,0,102,0,0,0,0,0,No_fence,No_miscFeature,0,7,2009,WD,Normal,1,1,1,1,2009-7,1.0,2.5,1,138.32394255365833,3288.0,3012.0,89.01713130052181,1.551444713932051,1.551444713932051,1.551444713932051
1059,1060,50,RL,81.36077212809016,11275,Pave,No_alley,1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,3,CBlock,3,3,2,3,297.0,2,557.0,0.0,854.0,GasA,3,1,SBrkr,1096,895,0,1991,3,1,3,7,7,1,4,Detchd,1,2.0,432.0,3,2,2,0,0,19,0,0,0,0,No_fence,No_miscFeature,0,3,2007,WD,Normal,1,75,75,30,2007-3,0.0,1.5,1,83.36108312639125,2845.0,2631.5,19.085536923187668,4.365875426139679,3.5180401777565384,4.365875426139679
1060,1061,120,RL,41.0,4920,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,2,6,616.0,1,0.0,722.0,1338.0,GasA,5,1,SBrkr,1338,0,0,1338,2,1,4,6,7,0,0,Attchd,3,2.0,582.0,3,3,2,0,0,170,0,0,0,0,No_fence,No_miscFeature,0,4,2010,WD,Normal,1,9,9,9,2010-4,1.0,2.0,1,110.16906909542679,2676.0,2341.5,53.598150033144236,2.5430404724093343,2.5430404724093343,2.5430404724093343
1061,1062,30,C (all),120.0,18000,Grvl,No_alley,0,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,1,0.0,1,0.0,894.0,894.0,GasA,3,1,SBrkr,894,0,0,894,2,1,3,6,7,0,0,Detchd,2,3.0,1248.0,3,3,2,0,20,0,0,0,0,0,No_fence,Shed,560,8,2008,ConLD,Normal,1,73,73,14,2008-8,0.0,1.0,1,71.36664904188598,1788.0,1564.5,3.481689070338065,4.340140034970637,2.874596978199212,4.340140034970637
1062,1063,190,RM,85.0,13600,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,662.0,662.0,GasA,3,0,SBrkr,1422,915,0,2337,5,2,3,10,5,0,0,Detchd,1,2.0,560.0,3,3,2,0,57,0,0,0,0,0,No_fence,No_miscFeature,0,9,2007,WD,Normal,1,107,107,62,2007-9,0.0,2.0,1,68.21613739695155,2999.0,2833.5,11.182493960703473,4.706988973581132,4.18537714901202,4.706988973581132
