,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,ExterQual_Num,ExterCond_Num,BsmtCond_Num,BsmtQual_Num,HeatingQC_Num,KitchenQual_Num,FireplaceQu_Num,GarageQual_Num,GarageCond_Num,PoolQC_Num,BsmtExposure_Num,BsmtFinType1_Num,BsmtFinType2_Num,Functional_Num,GarageFinish_Num,PavedDrive_Num,LotShape_Num,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,add_TotalBaths,add_TotRmsAbvGrdWBath,add_SFPerRm,add_GarageSpacious,add_PorchSF,add_OutdoorSF,add_YardSF,add_NormalSale_bi,add_Cond1_2_NearRlrd_bi,add_Cond1_2_NearPosFtr_bi,add_Cond1_2_NearBusyRd_bi,add_HasPool_bi,add_HasDeck_bi,add_HasPorch_bi,add_MasVnrStoneBrick_bi,add_HasFinishedBasement_bi,HasSecondFloor,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log,SF_score_log,TotalSF_log,1stFlrSF_log,2ndFlrSF_log,LowQualFinSF_log,TotalBsmtSF_log,GrLivArea_log,outlier,Basement_FireplaceQu,Basement_Basement,Neighborhood_FireplaceQu,Neighborhood_Basement,OverallQual_FireplaceQu,OverallQual_Basement,OverallQual_Neighborhood,OverallQual_OverallQual,TotalBsmtSF_log_TotalBsmtSF_log,LotArea_TotalBsmtSF_log,LotArea_LotArea,Basement_TotalBsmtSF_log,Basement_LotArea,OverallQual_TotalBsmtSF_log,OverallQual_LotArea,TotalSF_log_TotalBsmtSF_log,TotalSF_log_LotArea,TotalSF_log_Basement,TotalSF_log_OverallQual,TotalSF_log_TotalSF_log,SF_score_TotalBsmtSF_log,SF_score_LotArea,SF_score_Basement,SF_score_OverallQual,SF_score_TotalSF_log,SF_score_SF_score,YearSinceRemodel_log_TotalBsmtSF_log,YearSinceRemodel_log_LotArea,YearSinceRemodel_log_Basement,YearSinceRemodel_log_OverallQual,YearSinceRemodel_log_TotalSF_log,YearSinceRemodel_log_SF_score,YearSinceRemodel_log_YearSinceRemodel_log
10,11,s20,RL,70.0,11200,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,906.0,Unf,0.0,134.0,1040.0,GasA,Ex,1,SBrkr,1040,0,0,1040,3,1,TA,5,Typ,0,No_fireplace,Detchd,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m2,y2008,WD,Normal,1,3,3,3,3,5,3,0,3,3,0,1,3,1,7,1,2,0,43,43,43,2008-2,1.0,1.0,1,85.05878342077482,2080.0,1820.0,2.0,7.0,148.57142857142858,1,0,10160,10160,1,0,0,0,1,0,0,0,1,0,11.182493960703473,3.844135561911765,3.844135561911765,3.844135561911765,7.5086327079535895,7.641909212271149,6.950544887035976,1.3132616875182228,1.3132616875182228,6.950544887035976,6.950544887035976,0,1_No_fireplace,0.0001,Sawyer_No_fireplace,Sawyer_1,5_No_fireplace,0.0005,5_Sawyer,0.0025000000000000005,0.004831007422670194,7.784610273480292,12544.0,0.0006950544887035975,1.12,0.0034752724435179877,5.6000000000000005,0.005311543300254435,8.558938317743687,0.0007641909212271149,0.0038209546061355746,0.005839877640859465,1.2649991694405476,2038.3999999999999,0.182,0.91,1.390827476633349,331.23999999999995,0.0026718836774918984,4.305431829341177,0.0003844135561911765,0.0019220677809558826,0.0029376534963792647,0.6996326722679412,0.0014777378218354682
11,12,s60,RL,85.0,11924,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,Hip,CompShg,WdShing,Wd Shng,Stone,286.0,Ex,TA,PConc,Ex,TA,No,GLQ,998.0,Unf,0.0,177.0,1175.0,GasA,Ex,1,SBrkr,1182,1142,0,2324,4,1,Ex,11,Typ,2,Gd,BuiltIn,Fin,3.0,736.0,TA,TA,Y,147,21,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m7,y2006,New,Partial,1,5,3,3,5,5,5,4,3,3,0,1,6,1,7,3,2,1,1,0,1,2006-7,1.0,3.0,1,132.53757648052868,3499.0,3205.25,4.0,15.0,154.93333333333334,0,21,10742,10574,0,0,0,0,1,1,1,1,1,1,89.01713130052181,1.551444713932051,1.551444713932051,1.3132616875182228,8.073704756931516,8.161294597990432,7.07810401494047,7.043787039679366,1.3132616875182228,7.072182925274675,7.752643788568386,0,1_Gd,0.0001,NridgHt_Gd,NridgHt_1,9_Gd,0.0009,9_NridgHt,0.0081,0.005001577132854667,8.432870920097523,14218.177599999999,0.0007072182925274675,1.1924,0.006364964632747208,10.731599999999998,0.005771816830404438,9.73152767864379,0.0008161294597990432,0.007345165138191388,0.00666067295151878,2.2668114321236654,3821.9401000000003,0.320525,2.884725,2.6158989510208834,1027.36275625,0.0009287626882883782,1.5659332361967289,0.0001313261687518223,0.0011819355187664006,0.001071791551609027,0.4209332023917784,0.00017246562599032103
12,13,s20,RL,83.87205053352305,12968,Pave,No_alley,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,737.0,Unf,0.0,175.0,912.0,GasA,TA,1,SBrkr,912,0,0,912,2,1,TA,4,Typ,0,No_fireplace,Detchd,Unf,1.0,352.0,TA,TA,Y,140,0,0,0,176,0,No_pool,No_fence,No_miscFeature,0,m9,y2008,WD,Normal,1,3,3,3,3,3,3,0,3,3,0,1,5,1,7,1,2,1,46,46,46,2008-9,1.0,1.0,1,93.6105265006265,1824.0,1596.0,2.0,6.0,152.0,1,176,12056,11740,1,0,0,0,1,1,1,0,1,0,11.182493960703473,3.9063727090956677,3.9063727090956677,3.9063727090956677,7.377582818867838,7.510823627352193,6.819708764781115,1.3132616875182228,1.3132616875182228,6.819708764781115,6.819708764781115,0,1_No_fireplace,0.0001,Sawyer_No_fireplace,Sawyer_1,5_No_fireplace,0.0005,5_Sawyer,0.0025000000000000005,0.004650842763643237,8.843798326168152,16816.902400000003,0.0006819708764781116,1.2968000000000002,0.003409854382390558,6.484000000000001,0.005122162972217884,9.740036079950324,0.0007510823627352193,0.0037554118136760963,0.005641247156119194,1.0884255188590661,2069.6928000000003,0.15960000000000002,0.798,1.19872745092541,254.72160000000002,0.0026640324202721476,5.065784129155262,0.0003906372709095668,0.0019531863545478342,0.0029340076440719535,0.6234570843716686,0.0015259747742367427
13,14,s20,RL,91.0,10652,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1494.0,1494.0,GasA,Ex,1,SBrkr,1494,0,0,1494,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,840.0,TA,TA,Y,160,33,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m8,y2007,New,Partial,1,4,3,3,4,5,4,4,3,3,0,3,1,1,7,2,2,1,1,0,1,2007-8,0.0,2.0,1,98.68340005863462,2988.0,2614.5,2.0,9.0,166.0,0,33,9158,8965,0,0,0,0,1,1,1,1,0,0,32.11545195869231,1.551444713932051,1.551444713932051,1.3132616875182228,7.870249320315945,8.00360317751841,7.31169808352628,1.3132616875182228,1.3132616875182228,7.31169808352628,7.31169808352628,0,1_Gd,0.0001,CollgCr_Gd,CollgCr_1,7_Gd,0.0007000000000000001,7_CollgCr,0.004900000000000001,0.005346092886464188,7.788420798572194,11346.5104,0.000731169808352628,1.0652,0.005118188658468396,7.4564,0.0058519930014366206,8.525438104692611,0.0008003603177518411,0.005602522224262888,0.00640576638231828,1.9116434639379458,2784.9654,0.26145,1.8301500000000002,2.0925420507621886,683.561025,0.0009602172963795478,1.3988863495444108,0.0001313261687518223,0.0009192831812627561,0.0010510825415134038,0.34335226820163933,0.00017246562599032103
14,15,s20,RL,73.18121682560715,10920,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,BLQ,733.0,Unf,0.0,520.0,1253.0,GasA,TA,1,SBrkr,1253,0,0,1253,2,1,TA,5,Typ,1,Fa,Attchd,RFn,1.0,352.0,TA,TA,Y,0,213,176,0,0,0,No_pool,GdWo,No_miscFeature,0,m5,y2008,WD,Normal,1,3,3,3,3,3,3,2,3,3,0,1,4,1,7,2,2,1,48,48,48,2008-5,1.0,1.5,1,87.42823314906389,2506.0,2192.75,2.5,7.5,167.06666666666666,1,389,9667,9278,1,0,0,0,1,0,1,1,1,0,19.085536923187668,3.9458113327110627,3.9458113327110627,3.9458113327110627,7.694606022987629,7.827925787511283,7.136259064003515,1.3132616875182228,1.3132616875182228,7.136259064003515,7.136259064003515,0,1_Fa,0.0001,NAmes_Fa,NAmes_1,6_Fa,0.0006,6_NAmes,0.0036,0.005092619342857233,7.792794897891839,11924.640000000001,0.0007136259064003515,1.092,0.004281755438402109,6.552,0.005586210635347425,8.548094959962322,0.0007827925787511283,0.00469675547250677,0.006127642213478415,1.5648032062593706,2394.4829999999997,0.219275,1.3156499999999998,1.7164684270565365,480.81525624999995,0.002815833188790711,4.30882597532048,0.00039458113327110625,0.0023674867996266373,0.0030887518283983194,0.8652177799802182,0.0015569427073351052
15,16,s45,RM,51.0,6120,Pave,No_alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Ex,1,FuseA,854,0,0,854,2,1,TA,5,Typ,0,No_fireplace,Detchd,Unf,2.0,576.0,TA,TA,Y,48,112,0,0,0,0,No_pool,GdPrv,No_miscFeature,0,m7,y2007,WD,Normal,1,3,3,3,3,5,3,0,3,3,0,1,1,1,7,1,2,0,78,6,16,2007-7,0.0,1.0,1,70.61285324275185,1686.0,1478.0,1.0,6.0,142.33333333333334,0,112,5266,5106,1,0,0,0,1,1,1,0,0,0,32.11545195869231,4.4032777446238756,2.981546217004304,2.2740088362278477,7.300957694552865,7.432317096878682,6.75427570271437,1.3132616875182228,1.3132616875182228,6.728291572834236,6.75427570271437,0,1_No_fireplace,0.0001,BrkSide_No_fireplace,BrkSide_1,7_No_fireplace,0.0007000000000000001,7_BrkSide,0.004900000000000001,0.004526990748907219,4.117714442574552,3745.4400000000005,0.0006728291572834236,0.612,0.004709804100983966,4.284000000000001,0.005000679648956065,4.548578063289754,0.0007432317096878683,0.005202621967815078,0.005523933742855517,0.9944414944649,904.5360000000001,0.1478,1.0346,1.0984964669186692,218.4484,0.0015300194489342414,1.391693407771443,0.00022740088362278478,0.0015918061853594935,0.0016901154751949427,0.3360985059944759,0.000517111618724233
16,17,s20,RL,59.472510872364666,11241,Pave,No_alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,578.0,Unf,0.0,426.0,1004.0,GasA,Ex,1,SBrkr,1004,0,0,1004,2,1,TA,5,Typ,1,TA,Attchd,Fin,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,No_pool,No_fence,Shed,700,m3,y2010,WD,Normal,1,3,3,3,3,5,3,3,3,3,0,1,5,1,7,3,2,1,40,40,40,2010-3,1.0,1.0,1,88.50238666794749,2008.0,1757.0,2.0,7.0,143.42857142857142,0,0,10237,10237,1,0,0,0,1,0,0,1,1,0,19.085536923187668,3.7777663630955423,3.7777663630955423,3.7777663630955423,7.473477119451315,7.60674450244412,6.915443927255817,1.3132616875182228,1.3132616875182228,6.915443927255817,6.915443927255817,0,1_TA,0.0001,NAmes_TA,NAmes_1,6_TA,0.0006,6_NAmes,0.0036,0.004782336471101936,7.773650518628264,12636.0081,0.0006915443927255816,1.1241,0.00414926635635349,6.744599999999999,0.005260401507561375,8.550741495197435,0.000760674450244412,0.004564046701466471,0.005786256192546383,1.2150434980188471,1975.0437,0.1757,1.0542,1.336505009079432,308.7049,0.0026124931454260363,4.246587168755699,0.0003777766363095542,0.002266659817857325,0.0028736503513995333,0.6637535499958868,0.001427151869413612
17,18,s90,RL,72.0,10791,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,No_basement,No_basement,No_basement,No_basement,0.0,No_basement,0.0,0.0,0.0,GasA,TA,1,SBrkr,1296,0,0,1296,2,2,TA,6,Typ,0,No_fireplace,CarPort,Unf,2.0,516.0,TA,TA,Y,0,0,0,0,0,0,No_pool,No_fence,Shed,500,m10,y2006,WD,Normal,1,3,3,0,0,3,3,0,3,3,0,0,0,0,7,1,2,0,39,39,39,2006-10,0.0,2.0,0,0.0,1296.0,1296.0,2.0,8.0,162.0,0,0,9495,9495,1,0,0,0,1,0,0,0,0,0,6.38905609893065,3.754626974471842,3.754626974471842,3.754626974471842,7.169902813679627,7.169902813679627,7.169902813679627,1.3132616875182228,1.3132616875182228,1.3132616875182228,7.169902813679627,0,0_No_fireplace,0.0,Sawyer_No_fireplace,Sawyer_0,4_No_fireplace,0.0,4_Sawyer,0.0016,0.00017246562599032103,1.4171406870009142,11644.568099999999,0.0,0.0,0.0005253046750072892,4.3164,0.0009415958668434561,7.737042126241685,0.0,0.002867961125471851,0.005140750635761103,0.1701987147023617,1398.5136,0.0,0.5184000000000001,0.9292194046528797,167.96160000000003,0.0004930807756496331,4.051617968152565,0.0,0.001501850789788737,0.002692031050858308,0.48659965589155074,0.0014097223717431577
18,19,s20,RL,66.0,13695,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,Unf,0.0,468.0,1114.0,GasA,Ex,1,SBrkr,1114,0,0,1114,3,1,Gd,6,Typ,0,No_fireplace,Detchd,Unf,2.0,576.0,TA,TA,Y,0,102,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m6,y2008,WD,Normal,1,3,3,3,3,5,4,0,3,3,0,1,6,1,7,1,2,0,4,4,4,2008-6,1.0,1.5,1,94.01879062072622,2228.0,1949.5,2.5,8.5,131.05882352941177,0,102,12581,12479,1,0,0,0,1,0,1,0,1,0,11.182493960703473,2.0435917781858577,2.0435917781858577,2.0435917781858577,7.57723369208045,7.710527097716271,7.019044637908472,1.3132616875182228,1.3132616875182228,7.019044637908472,7.019044637908472,0,1_No_fireplace,0.0001,SawyerW_No_fireplace,SawyerW_1,5_No_fireplace,0.0005,5_SawyerW,0.0025000000000000005,0.004926698762895168,9.612581631615653,18755.302499999998,0.0007019044637908472,1.3695,0.0035095223189542364,6.8475,0.005412053388067337,10.559566860322432,0.0007710527097716271,0.003855263548858136,0.005945222812461691,1.3683627521602568,2669.8402499999997,0.19495,0.9747500000000001,1.5031672576997872,380.05502500000006,0.0014344061912749285,2.7986989402255316,0.00020435917781858577,0.0010217958890929289,0.0015757169782372234,0.398398217157333,0.00041762673558688355
19,20,s20,RL,70.0,7560,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,504.0,Unf,0.0,525.0,1029.0,GasA,TA,1,SBrkr,1339,0,0,1339,3,1,TA,6,Min1,0,No_fireplace,Attchd,Unf,1.0,294.0,TA,TA,Y,0,0,0,0,0,0,No_pool,MnPrv,No_miscFeature,0,m5,y2009,COD,Abnorml,1,3,3,3,3,3,3,0,3,3,0,1,2,1,6,1,2,0,51,44,51,2009-5,0.0,1.0,1,76.23966597426433,2368.0,2110.75,1.0,7.0,191.28571428571428,0,0,6221,6221,0,0,0,0,1,0,0,0,0,0,11.182493960703473,4.002197873487609,4.002197873487609,3.865314591310325,7.656558656482449,7.771369984863634,7.202451406706874,1.3132616875182228,1.3132616875182228,6.9399497134629105,7.202451406706874,0,1_No_fireplace,0.0001,NAmes_No_fireplace,NAmes_1,5_No_fireplace,0.0005,5_NAmes,0.0025000000000000005,0.004816290202539393,5.24660198337796,5715.359999999999,0.000693994971346291,0.756,0.0034699748567314555,3.78,0.005393291689966864,5.875155708556907,0.0007771369984863634,0.003885684992431817,0.006039419144163939,1.4648498857691838,1595.727,0.211075,1.0553750000000002,1.6403419195550917,445.52655625000006,0.0026825088890408094,2.9221778310306052,0.00038653145913103247,0.0019326572956551624,0.00300387897969645,0.8158712773608269,0.0014940656889796502
20,21,s60,RL,101.0,14215,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,1,SBrkr,1158,1218,0,2376,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3.0,853.0,TA,TA,Y,240,154,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m11,y2006,New,Partial,1,4,3,3,5,5,4,4,3,3,0,3,1,1,7,2,2,1,1,0,1,2006-11,0.0,3.5,1,109.35734907176615,3534.0,3244.5,3.5,12.5,190.08,0,154,13057,12663,0,0,0,0,1,1,1,1,0,1,53.598150033144236,1.551444713932051,1.551444713932051,1.3132616875182228,8.085861904019861,8.171237245158329,7.057655465529508,7.108013574551516,1.3132616875182228,7.057655465529508,7.774737390679721,0,1_Gd,0.0001,NridgHt_Gd,NridgHt_1,8_Gd,0.0008,8_NridgHt,0.0064,0.004981050067011854,10.032457244250196,20206.6225,0.0007057655465529508,1.4215,0.0056461243724236065,11.372,0.005766977720342997,11.615413743992566,0.000817123724515833,0.006536989796126664,0.006676911811666268,2.2898563157910488,4612.056750000001,0.32445,2.5956,2.6511579241916197,1052.678025,0.000926854852658349,1.8668014888071538,0.0001313261687518223,0.0010506093500145784,0.0010730972813688382,0.4260877545152874,0.00017246562599032103
21,22,s45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,637.0,637.0,GasA,Ex,1,FuseF,1108,0,0,1108,3,1,Gd,6,Typ,1,Gd,Attchd,Unf,1.0,280.0,TA,TA,N,0,0,205,0,0,0,No_pool,GdPrv,No_miscFeature,0,m6,y2007,WD,Normal,1,3,3,3,3,5,4,4,3,3,0,1,1,1,7,1,0,0,77,77,77,2007-6,0.0,1.0,1,67.81255197512029,1745.0,1585.75,1.0,7.0,158.28571428571428,0,205,6341,6136,1,0,0,0,1,0,1,0,0,0,32.11545195869231,4.390965090244717,4.390965090244717,4.390965090244717,7.371154825341099,7.466638388190304,7.013662099034153,1.3132616875182228,1.3132616875182228,6.462589862385628,7.013662099034153,0,1_Gd,0.0001,IDOTRR_Gd,IDOTRR_1,7_Gd,0.0007000000000000001,7_IDOTRR,0.004900000000000001,0.00417650677294095,4.813983188491054,5548.7600999999995,0.0006462589862385629,0.7449,0.00452381290366994,5.2143,0.004825382155361803,5.561898935362957,0.0007466638388190305,0.005226646871733213,0.00557506888199971,1.024805187427801,1181.2251749999998,0.158575,1.110025,1.1840221824072774,251.46030625,0.0028377006478304705,3.2708298957232893,0.0004390965090244717,0.003073675563171302,0.0032785748504024705,0.696297289185556,0.0019280574423747793
22,23,s20,RL,75.0,9742,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1777.0,1777.0,GasA,Ex,1,SBrkr,1795,0,0,1795,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,534.0,TA,TA,Y,171,159,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m9,y2008,WD,Normal,1,4,3,3,4,5,4,4,3,3,0,1,1,1,7,2,2,0,6,6,6,2008-9,0.0,2.0,1,93.54055520092312,3572.0,3127.75,2.0,9.0,199.44444444444446,0,159,7947,7617,1,0,0,0,1,1,1,1,0,0,53.598150033144236,2.2740088362278477,2.2740088362278477,2.2740088362278477,8.049257273167072,8.181921352940766,7.494829624594242,1.3132616875182228,1.3132616875182228,7.484772091007265,7.494829624594242,0,1_Gd,0.0001,CollgCr_Gd,CollgCr_1,8_Gd,0.0008,8_CollgCr,0.0064,0.005602181325432126,7.291664971059277,9490.6564,0.0007484772091007265,0.9742000000000001,0.005987817672805812,7.7936000000000005,0.006123981659330744,7.9708277820348945,0.0008181921352940766,0.006545537082352613,0.006694383702570805,2.3410495907647975,3047.05405,0.312775,2.5022,2.559100451166048,978.28200625,0.0017020437872102105,2.215339408253169,0.00022740088362278478,0.0018192070689822782,0.0018605761453908609,0.7112531137511651,0.000517111618724233
23,24,s120,RM,44.0,4224,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840.0,Unf,0.0,200.0,1040.0,GasA,TA,1,SBrkr,1060,0,0,1060,3,1,TA,6,Typ,1,TA,Attchd,Unf,2.0,572.0,TA,TA,Y,100,110,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m6,y2007,WD,Normal,1,3,3,3,4,3,3,3,3,3,0,1,6,1,7,1,2,0,31,31,31,2007-6,1.0,1.0,1,114.9081899809399,2100.0,1840.0,2.0,8.0,132.5,0,110,3164,2954,1,0,0,0,1,1,1,0,1,0,11.182493960703473,3.547266402060136,3.547266402060136,3.547266402060136,7.519539616864066,7.6514616684233046,6.969525862125492,1.3132616875182228,1.3132616875182228,6.950544887035976,6.969525862125492,0,1_TA,0.0001,MeadowV_TA,MeadowV_1,5_TA,0.0005,5_MeadowV,0.0025000000000000005,0.004831007422670194,2.935910160283996,1784.2176000000002,0.0006950544887035975,0.42240000000000005,0.0034752724435179877,2.112,0.005318182777781135,3.231977408742004,0.0007651461668423304,0.0038257308342116523,0.005854486566335113,1.2789002592146195,777.216,0.184,0.9199999999999999,1.4078689469898877,338.55999999999995,0.002465543435379358,1.4983653282302016,0.0003547266402060136,0.0017736332010300682,0.002714177290304898,0.652697017979065,0.0012583098927184664
24,25,s20,RL,38.40262235554669,8246,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060.0,GasA,Ex,1,SBrkr,1060,0,0,1060,3,1,Gd,6,Typ,1,TA,Attchd,Unf,1.0,270.0,TA,TA,Y,406,90,0,0,0,0,No_pool,MnPrv,No_miscFeature,0,m5,y2010,WD,Normal,1,3,4,3,3,5,4,3,3,3,0,2,3,5,7,1,2,1,42,9,42,2010-5,1.0,1.0,1,96.66995535352308,2120.0,1855.0,2.0,8.0,132.5,0,90,7186,6690,1,0,0,0,1,1,1,0,1,0,11.182493960703473,3.8224982579155324,3.8224982579155324,2.5430404724093343,7.5276424333804615,7.660923737890957,6.969525862125492,1.3132616875182228,1.3132616875182228,6.969525862125492,6.969525862125492,0,1_TA,0.0001,Sawyer_TA,Sawyer_1,5_TA,0.0005,5_Sawyer,0.0025000000000000005,0.004857429074283608,5.747071025908681,6799.651599999999,0.0006969525862125492,0.8246,0.003484762931062746,4.123,0.005339300611900212,6.317197714264882,0.0007660923737890957,0.0038304618689454784,0.005868975251778115,1.2928470474242788,1529.633,0.1855,0.9275000000000001,1.4211013533787724,344.1025,0.0017723786340888685,2.096991173548737,0.00025430404724093345,0.0012715202362046673,0.0019482039121498102,0.4717340076319316,0.0006467054844311891
25,26,s20,RL,110.0,14230,Pave,No_alley,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1566.0,1566.0,GasA,Ex,1,SBrkr,1600,0,0,1600,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,890.0,TA,TA,Y,0,56,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m7,y2009,WD,Normal,1,4,3,3,4,5,4,4,3,3,0,1,1,1,7,2,2,0,2,2,2,2009-7,0.0,2.0,1,91.96147802945026,3166.0,2774.5,2.0,9.0,177.77777777777777,0,56,12630,12574,1,0,0,0,1,0,1,1,0,0,53.598150033144236,1.743668380628679,1.743668380628679,1.743668380628679,7.929565095399654,8.061397992836486,7.38008013823058,1.3132616875182228,1.3132616875182228,7.358651443915549,7.38008013823058,0,1_Gd,0.0001,NridgHt_Gd,NridgHt_1,8_Gd,0.0008,8_NridgHt,0.0064,0.005414975107304038,10.471361004691826,20249.290000000005,0.0007358651443915549,1.423,0.005886921155132439,11.384,0.005932101797996411,11.47136934380632,0.0008061397992836486,0.006449118394269189,0.006498613759890812,2.041657843114369,3948.1135000000004,0.27745000000000003,2.2196000000000002,2.236634873112483,769.785025,0.0012831047846823113,2.48124010563461,0.0001743668380628679,0.0013949347045029432,0.0014056404783772479,0.48378079220542697,0.00030403794216042395
